2024-06-27 17:25:12,940 - INFO - Configuration:
{
    "task": "2",
    "topic": "ft_balanced_full_size_cropping",
    "fusion": false,
    "feature_save_dir": "",
    "number_gpus": "1",
    "modalities": [
        "rgb",
        "rgb2"
    ],
    "encoder_model": "MIX",
    "modalities_encoders": {
        "rgb": "CLIP-VIP",
        "rgb2": "OMNIVORE"
    },
    "dataset": "DAA",
    "split": "1",
    "num_classes": 34,
    "in_features": 512,
    "full_train_classifiers": false,
    "epochs": 500,
    "res_cktp": false,
    "mixed_frames": false,
    "augs": true,
    "cktp_dir": "/home/bas06400/Thesis/VIP/src/align_checkpoints",
    "aligned_model": "checkpoint_rgb_rgb2_MIX_DAA_1_20240627_015626.pth",
    "learning_rate": 0.0001,
    "temperature": 0.1,
    "num_workers": 10,
    "data_list": "/home/bas06400/Thesis/rgb_ir_dataset.txt",
    "data_root": "/net/polaris/storage/deeplearning/ntu",
    "batch_size": 32,
    "random_sample": false,
    "pin_memory": true,
    "clip_config": "openai/clip-vit-base-patch16",
    "clip_weights": "openai/clip-vit-base-patch16",
    "clip_vision_additional_config": {
        "type": "ViP",
        "temporal_size": 12,
        "if_use_temporal_embed": true,
        "logit_scale_init_value": 4.6,
        "add_cls_num": 3
    },
    "e2e_weights_path": "/home/bas06400/Thesis/pretrain_clipvip_base_16.pt"
}
2024-06-27 17:25:13,176 - INFO - Applying Augmentations
2024-06-27 17:25:13,183 - INFO - Applying Augmentations
2024-06-27 17:25:13,190 - INFO - Applying Augmentations
2024-06-27 17:25:13,190 - INFO - Training classifiers...
2024-06-27 17:25:13,268 - INFO - Training on the following GPUs [0]
2024-06-27 17:25:18,101 - INFO - Using depth mode summed_rgb_d_tokens
2024-06-27 18:57:40,984 - INFO - Epoch 24, Val rgb2 - Loss: 0.0310, Accuracy: 0.8137, Balanced Accuracy: 0.7058
2024-06-27 18:57:48,417 - INFO - Epoch 25, Train rgb - Loss: 0.0012, Accuracy: 0.9906, Balanced Accuracy: 0.9906
2024-06-27 18:57:48,560 - INFO - Epoch 25, Train rgb2 - Loss: 0.0009, Accuracy: 0.9912, Balanced Accuracy: 0.9912
2024-06-27 18:57:48,871 - INFO - Epoch 25, Val rgb - Loss: 0.0274, Accuracy: 0.7776, Balanced Accuracy: 0.6191
2024-06-27 18:57:48,875 - INFO - Epoch 25, Val rgb2 - Loss: 0.0312, Accuracy: 0.8137, Balanced Accuracy: 0.7037
2024-06-27 18:57:56,341 - INFO - Epoch 26, Train rgb - Loss: 0.0012, Accuracy: 0.9909, Balanced Accuracy: 0.9909
2024-06-27 18:57:56,491 - INFO - Epoch 26, Train rgb2 - Loss: 0.0009, Accuracy: 0.9913, Balanced Accuracy: 0.9913
2024-06-27 18:57:56,787 - INFO - Epoch 26, Val rgb - Loss: 0.0274, Accuracy: 0.7769, Balanced Accuracy: 0.6189
2024-06-27 18:57:56,789 - INFO - Epoch 26, Val rgb2 - Loss: 0.0315, Accuracy: 0.8137, Balanced Accuracy: 0.7045
2024-06-27 18:58:04,226 - INFO - Epoch 27, Train rgb - Loss: 0.0012, Accuracy: 0.9911, Balanced Accuracy: 0.9911
2024-06-27 18:58:04,305 - INFO - Epoch 27, Train rgb2 - Loss: 0.0009, Accuracy: 0.9914, Balanced Accuracy: 0.9914
